Name_Station,Latitude_Station,Longitude_Station,Number_Of_Bikes,Venue_Name,Venue_Address,Venue_Distance,Venue_Phone,Venue_Rating,Venue_Price,Venue_Review_Count,Venue_URL,Venue_Subcategory,Venue_Category
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,Excel Art & Framing III,1,1001.0029230210076,1,4.1,2,70,1.0,Framing,museum
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,The National Arts Club,1,376.8900057116663,1,4.1,3,36,1.0,Art Galleries,museum
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,Decor Art Gallery,1,568.2981131881544,1,4.1,2,29,1.0,Art Galleries,museum
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,Hutaoli Music Restaurant & Bar,1,901.499635304274,1,3.9,3,207,1.0,Chinese,museum
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,1st Art Gallery,1,465.2177650998901,1,3.9,1,28,1.0,Art Galleries,museum
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,The Cutting Room,1,776.4071834134706,1,3.1,2,293,1.0,Bars,museum
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,Webster Hall,1,991.2655104031242,0,2.9,2,969,1.0,Music Venues,museum
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,Magnet Theater,1,1054.7108142743073,1,4.6,1,161,1.0,Comedy Clubs,cinema
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,Hutaoli Music Restaurant & Bar,1,901.499635304274,1,3.9,3,207,1.0,Chinese,cinema
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,New York Comedy Club,1,718.3961898061352,1,3.7,2,281,1.0,Comedy Clubs,cinema
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,Gramercy Theatre,1,353.4057917691519,1,3.4,2,213,1.0,Music Venues,cinema
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,The Cutting Room,1,776.4071834134706,1,3.1,2,293,1.0,Bars,cinema
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,Webster Hall,1,991.2655104031242,0,2.9,2,969,1.0,Music Venues,cinema
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,New York City Guitar School,1,1080.4584764864223,1,4.9,2,68,1.0,Musical Instruments & Teachers,school
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,My Cooking Party,1,431.909479005551,1,4.7,3,54,1.0,Team Building Activities,school
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,Magnet Theater,1,1054.7108142743073,1,4.6,1,161,1.0,Comedy Clubs,school
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,PhotoManhattan,1,712.9726809593952,1,4.2,2,61,1.0,Specialty Schools,school
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,Make Up For Ever,1,820.580019503586,1,4.2,3,60,1.0,Cosmetics & Beauty Supply,school
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,Taste Buds Kitchen NYC,1,625.6195974550913,1,4.1,2,178,1.0,Cooking Classes,school
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,La Mano Pottery,1,545.3458952360896,1,3.5,2,53,1.0,Art Schools,school
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,The Yinova Center,1,463.20887040487145,1,4.6,2,51,1.0,Acupuncture,hospital
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,New York Vein Treatment Center,1,1101.9525305121306,1,4.5,1,22,1.0,Medical Centers,hospital
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,"Leeber Cohen, MD",1,1095.846703153819,1,4.1,1,12,0.0,Medical Spas,hospital
"Icon Pkg: E 22 St, Broadway & Pk Ave S",40.740575,-73.989059,9,BeautyFix MedSpa,1,169.93229949473985,1,3.6,2,232,1.0,Skin Care,hospital
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Kaptan's Deck,1,1064.0828507463932,0,5.0,4,5,0.0,Bars,restaurant
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Harajuku Sushi and Crepe,0,1015.1272964587126,1,4.9,1,14,1.0,Sushi Bars,restaurant
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Omakase By Korami,1,656.5688181568742,1,4.8,4,452,1.0,Japanese,restaurant
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Scott's Pizza Tours,0,1015.1272964587126,0,4.8,2,381,1.0,Pizza,restaurant
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Frisson Espresso,1,416.9757934522081,1,4.8,1,35,0.0,Coffee & Tea,restaurant
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Seamore's  Market Bar,1,720.1281564082166,1,4.8,2,41,1.0,Seafood,restaurant
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Pisillo Italian Panini,1,586.3185558831482,1,4.7,2,183,1.0,Delis,restaurant
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Hold Fast Kitchen & Spirits,1,365.354445048764,1,4.7,2,629,1.0,New American,restaurant
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Jeannie's,1,1125.6255871871256,1,4.7,2,26,1.0,Italian,restaurant
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Daily Provisions,1,1054.5229356174682,1,4.7,2,21,1.0,Bakeries,restaurant
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Buena Vista Restaurant & Bar,1,446.0337715290692,1,4.7,3,406,1.0,Bars,restaurant
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Steak Freak,1,709.7250830978467,1,4.7,1,140,0.0,Food Trucks,restaurant
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Los Tacos No.1,1,47.7829774179416,1,4.7,2,2993,1.0,Tacos,restaurant
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Loi Estiatorio,1,1221.9760506672542,1,4.7,3,476,1.0,Greek,restaurant
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Tatsuda Omakase,1,305.4687540713579,1,4.7,4,61,1.0,Sushi Bars,restaurant
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Vegan on The Fly,1,662.4699588773295,1,4.7,2,204,1.0,Vegan,restaurant
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Kin Ramen,1,1088.182960998604,1,4.7,2,419,0.0,Ramen,restaurant
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Apandi BBQ,1,393.7001893177367,1,4.7,1,6,1.0,Barbeque,restaurant
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,49 St Deli & Coffee House,1,992.9351373854894,1,4.7,1,6,0.0,Delis,restaurant
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Carla,1,675.7871518930702,1,4.7,2,206,1.0,New American,restaurant
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Dino's Coffee Shop,1,376.5494801627059,1,4.9,1,12,0.0,Food Trucks,coffee
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,OCD CAFE,1,552.739282324211,1,4.9,1,34,1.0,Coffee & Tea,coffee
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Drama Book Shop,1,383.6994773288862,1,4.8,2,51,1.0,Bookstores,coffee
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Frisson Espresso,1,416.9757934522081,1,4.8,1,35,0.0,Coffee & Tea,coffee
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Frisson Espresso,1,368.8007419732676,1,4.7,1,919,1.0,Coffee & Tea,coffee
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Bird & Branch,1,368.2525476031043,1,4.5,2,457,1.0,Coffee & Tea,coffee
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Masseria Caffé & Bakery,1,379.6046222404038,1,4.5,2,107,1.0,Bakeries,coffee
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Ground Central,1,564.7323835571236,1,4.5,2,31,1.0,Coffee & Tea,coffee
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,The Jolly Goat Coffee Bar,1,793.4236839640295,1,4.5,1,394,1.0,Coffee & Tea,coffee
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,St Kilda Coffee,1,211.86702264353383,1,4.4,1,258,1.0,Cafes,coffee
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Culture Espresso,1,438.3025587755197,1,4.4,2,125,1.0,Coffee & Tea,coffee
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Vanilla Gorilla Cafe,1,248.0252382813728,1,4.4,2,182,1.0,Cafes,coffee
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Angelina Bakery,1,407.53619907377447,1,4.4,2,715,1.0,Bakeries,coffee
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Poseidon Bakery,1,391.7814470500789,1,4.4,1,209,1.0,Bakeries,coffee
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Breads Bakery,1,641.8283806829963,1,4.4,2,34,1.0,Bakeries,coffee
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Ten Thousand Coffee,1,501.31470526750377,0,4.4,2,278,1.0,Coffee & Tea,coffee
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Ramini Espresso Bar & Cafe,1,487.5424459855279,1,4.4,1,192,1.0,Coffee & Tea,coffee
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Lucid Café,1,1326.2553709213366,1,4.3,1,312,0.0,Coffee & Tea,coffee
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Hold Fast Kitchen & Spirits,1,365.354445048764,1,4.7,2,629,1.0,New American,bar
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Pocket Bar NYC,1,718.9717193028166,1,4.7,2,315,1.0,Wine Bars,bar
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,The Waylon,1,877.6879253220685,1,4.6,2,141,1.0,Pubs,bar
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,The Dickens,1,373.0979792255143,0,4.6,2,94,1.0,Cocktail Bars,bar
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,CloudM Rooftop Bar,1,520.3718429309204,1,4.5,2,28,1.0,Cocktail Bars,bar
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Dutch Freds,1,355.6737220169188,1,4.5,2,2097,1.0,Cocktail Bars,bar
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Dolly Varden,1,612.2483210680269,1,4.5,2,543,1.0,Cocktail Bars,bar
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,The Woo Woo,1,288.4295100082658,1,4.4,2,210,1.0,Speakeasies,bar
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Bar Cima,1,722.2314214398003,1,4.4,3,32,1.0,Lounges,bar
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,P McDaid's Irish Pub,1,860.6625067432884,1,4.4,2,57,1.0,Bars,bar
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Break Bar,1,699.9649471245585,1,4.4,2,144,1.0,Bars,bar
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,La Grande Boucherie,1,837.762387924503,1,4.4,3,2887,1.0,French,bar
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,The Ragtrader & Bo Peep Cocktail and Highball Store,1,791.2812429006689,1,4.4,2,878,1.0,Bars,bar
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Wine Escape,1,419.6965871165906,1,4.3,2,226,1.0,Wine Bars,bar
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Deacon Brodie's Tavern,1,380.20040563622416,1,4.3,2,89,0.0,Pubs,bar
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,The Parlour Room,1,798.6269601277355,1,4.3,2,155,1.0,Cocktail Bars,bar
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,The Brazen Tavern,1,313.9433040506799,1,4.3,2,442,1.0,New American,bar
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Hellcat Annie's Tap Room,1,679.359962022631,1,4.3,2,109,1.0,Beer Bar,bar
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,McCarthy's Pub NYC,1,358.07801526512577,1,4.3,2,53,1.0,Irish Pub,bar
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Walter's Cottage,1,653.2040723300304,1,4.3,2,71,0.0,Irish Pub,bar
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Casablanca Hotel,1,274.2568055731315,1,4.6,2,110,1.0,Hotels,hotel
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,"The Langham, New York, Fifth Avenue",1,914.2802710368838,1,4.6,4,130,1.0,Hotels,hotel
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,LUMA Hotel Times Square,1,439.0836080824969,1,4.5,3,101,1.0,Hotels,hotel
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,The Pearl Hotel,1,481.9346378053415,1,4.4,3,155,1.0,Hotels,hotel
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Archer Hotel New York,1,692.2141174499633,1,4.4,3,239,1.0,Hotels,hotel
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Library Hotel by Library Hotel Collection,1,961.325202154106,1,4.4,3,156,1.0,Hotels,hotel
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,414 Hotel,1,495.1900552108992,1,4.3,2,59,1.0,Hotels,hotel
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,citizenM New York Times Square Hotel,1,520.2541097330525,1,4.3,2,258,1.0,Hotels,hotel
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Park Hyatt New York,1,1175.1523127159971,1,4.3,2,169,1.0,Hotels,hotel
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,CIVILIAN Hotel,1,418.8339020656016,1,4.2,2,49,1.0,Hotels,hotel
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Crowne Plaza HY36 Midtown Manhattan,1,608.972970115253,1,4.2,2,107,1.0,Hotels,hotel
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,The Times Square Edition,1,398.2070074926701,1,4.1,3,133,1.0,Hotels,hotel
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Hyatt Centric Times Square New York,1,277.9183469321655,1,4.1,3,304,1.0,Hotels,hotel
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Sanctuary Hotel New York,1,429.6339138188961,1,4.1,3,203,1.0,Hotels,hotel
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Courtyard by Marriott New York Manhattan/Times Square West,1,503.86255244415975,1,4.1,2,115,1.0,Hotels,hotel
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Sofitel New York,1,589.9960849058356,1,4.0,3,233,1.0,Hotels,hotel
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,1 Hotel Central Park,1,1274.9774248444728,1,4.0,3,159,1.0,Hotels,hotel
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,The Muse New York,1,381.344595751906,1,4.0,2,317,1.0,Hotels,hotel
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,1,830.9176597365541,1,4.0,2,142,1.0,Hotels,hotel
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Renaissance New York Midtown Hotel,1,695.9217363835756,1,4.0,2,208,1.0,Hotels,hotel
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Urban Angler,1,999.7591088998652,1,4.0,3,22,1.0,Fishing,park
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Fine And Dandy,1,730.2720028715938,1,5.0,2,52,1.0,Accessories,shopping
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Domus Unaffected Living,1,444.7118045250208,1,4.9,2,71,1.0,Home Decor,shopping
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Big Apple Souvenirs & Gifts,1,867.2132752517917,1,4.9,2,48,0.0,Souvenir Shops,shopping
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Drama Book Shop,1,383.6994773288862,1,4.8,2,51,1.0,Bookstores,shopping
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,ScentElate,1,431.6152912745099,1,4.8,2,180,1.0,Spiritual Shop,shopping
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Penguin Random House,1,972.5393411412424,1,4.8,2,4,1.0,"Books, Mags, Music & Video",shopping
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,The Faerie Den,1,932.7011709069552,1,4.5,2,8,1.0,Spiritual Shop,shopping
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Bra Tenders,1,358.2664573088612,1,4.5,3,165,1.0,Lingerie,shopping
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Delphinium Home,1,449.4963312578376,1,4.5,2,84,1.0,Home Decor,shopping
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Katagiri Japanese Grocery,1,1205.6847456912506,1,4.4,2,205,1.0,Convenience Stores,shopping
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Rockefeller Center,1,820.426396107628,1,4.4,2,898,1.0,Shopping Centers,shopping
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Backwoods,1,98.26585375965544,1,4.4,1,20,0.0,Accessories,shopping
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Couture du Jour,1,311.0852173145404,1,4.3,2,15,1.0,Women's Clothing,shopping
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Kinokuniya Bookstore - New York,1,489.581218539561,1,4.3,2,737,1.0,Bookstores,shopping
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Line Friends,1,204.9484846037955,1,4.3,3,273,1.0,Toy Stores,shopping
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Ground Central,1,744.7412011803348,1,4.3,2,306,1.0,Coffee & Tea,shopping
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,STORY,1,766.1246871924294,1,4.2,2,80,0.0,Men's Clothing,shopping
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Nintendo NY,1,744.0711841934306,1,4.2,2,619,1.0,Video Game Stores,shopping
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Lot-Less ,1,304.8997929970583,1,4.2,2,72,1.0,Department Stores,shopping
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Esposito Meat Market,1,531.526395467714,1,4.6,2,156,1.0,Meat Shops,supermarket
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,International Grocery,1,454.6618149308355,1,4.5,1,105,0.0,International Grocery,supermarket
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,ROYCE' Bryant Park,1,680.2019897636325,1,4.5,2,227,1.0,Candy Stores,supermarket
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Katagiri Japanese Grocery,1,1205.6847456912506,1,4.4,2,205,1.0,Convenience Stores,supermarket
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Hershey’s Chocolate World,1,398.2070074926701,1,4.3,2,188,1.0,Chocolatiers & Shops,supermarket
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Terra Market,1,483.6338730686746,1,4.2,1,24,0.0,Farmers Market,supermarket
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Teuscher,1,910.7858911618785,1,4.1,3,156,1.0,Chocolatiers & Shops,supermarket
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Westerly Natural Market,1,882.4719844187911,1,4.0,2,431,1.0,Health Markets,supermarket
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Ninth Avenue Vintner,1,456.9289263232727,1,3.9,2,90,1.0,"Beer, Wine & Spirits",supermarket
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Sunrise Mart,1,870.5304290890609,1,3.9,2,450,1.0,International Grocery,supermarket
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,99 Cent Dreams,1,747.2004318734553,1,3.9,1,25,0.0,Discount Store,supermarket
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Big Apple Meat Market,1,404.2222226338915,1,3.8,1,141,1.0,Meat Shops,supermarket
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Brooklyn Fare,1,706.7412504789404,1,3.8,2,166,1.0,Grocery,supermarket
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Udder Milk,0,1015.1272964587126,1,3.7,2,110,1.0,Grocery,supermarket
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,M&M'S World,1,434.4545065895739,1,3.7,2,701,1.0,Candy Stores,supermarket
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Sea Breeze Fish Market,1,457.9724386896093,1,3.7,2,70,1.0,Seafood Markets,supermarket
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Morton Williams,1,1134.7567800397185,1,3.6,2,112,1.0,Grocery,supermarket
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Green Emporium,1,408.5558036045653,1,3.6,2,17,0.0,Grocery,supermarket
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Amish Market West,1,638.6767907309346,1,3.5,2,241,1.0,Fruits & Veggies,supermarket
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Bread & Honey,1,1012.2640002652788,1,3.4,2,130,1.0,Grocery,supermarket
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Sean Kelly,1,855.4656879688131,1,5.0,3,5,1.0,Art Galleries,museum
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Framing On 9th,1,749.6933690152316,1,4.8,2,93,1.0,Framing,museum
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,JMC Custom Framing,1,440.026064461095,1,4.6,2,27,1.0,Framing,museum
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,The Radio City Stage Door Tour,1,734.2097491781784,1,4.3,3,492,1.0,Music Venues,museum
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Carnegie Hall,1,1091.1102066901644,1,4.3,3,308,1.0,Music Venues,museum
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Ronin Gallery,1,665.6162939063847,1,4.2,4,6,1.0,Antiques,museum
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Madison Square Garden,1,908.9429890286772,1,4.1,3,1193,1.0,Stadiums & Arenas,museum
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Birdland,1,183.5351910265971,1,4.1,3,414,1.0,Jazz & Blues,museum
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Christie's,1,722.594201854411,1,3.9,4,34,1.0,Art Galleries,museum
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,West Bank Cafe,1,427.77523630641537,1,3.9,2,292,1.0,New American,museum
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Swing 46,1,357.6684472525997,1,3.6,3,331,1.0,New American,museum
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,The Art Students League of New York,1,1129.3881131302678,1,3.6,2,54,1.0,Art Schools,museum
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Sony Hall,1,238.6126127233896,1,3.5,3,142,1.0,Music Venues,museum
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Dave & Buster's New York City - Times Square,1,130.70028854082176,1,2.7,2,1013,1.0,American,museum
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Art with a Heart,0,492.86225525896,1,3.0,1,1,1.0,Art Galleries,museum
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Madison Square Garden,1,908.9429890286772,1,4.1,3,1193,1.0,Stadiums & Arenas,stadium
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Magnet Theater,1,1147.6830643445592,1,4.6,1,161,1.0,Comedy Clubs,cinema
"Icon Pkg: W 43 St, 8th Ave & 7th Ave",40.757649,-73.988307,14,Actors' Temple,1,417.79910000151153,1,4.5,2,22,0.0,Synagogues,cinema
